※ 매년 말일자 통계 현황,,,,,,,
,,2011년,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4812751000,경상남도 창원시 마산회원구 회원1동,"13,117","5,523",          2.37,"6,652","6,465",          1.03
4812752000,경상남도 창원시 마산회원구 회원2동,"14,868","5,971",          2.49,"7,445","7,423",          1.00
4812753000,경상남도 창원시 마산회원구 석전1동,"8,646","3,424",          2.53,"4,427","4,219",          1.05
4812754000,경상남도 창원시 마산회원구 석전2동,"9,914","4,015",          2.47,"5,015","4,899",          1.02
4812755000,경상남도 창원시 마산회원구 회성동,"8,479","3,454",          2.45,"4,422","4,057",          1.09
4812756000,경상남도 창원시 마산회원구 양덕1동,"13,947","5,717",          2.44,"7,031","6,916",          1.02
4812757000,경상남도 창원시 마산회원구 양덕2동,"30,474","10,545",          2.89,"15,419","15,055",          1.02
4812758000,경상남도 창원시 마산회원구 합성1동,"10,718","4,601",          2.33,"5,531","5,187",          1.07
4812759000,경상남도 창원시 마산회원구 합성2동,"10,868","4,908",          2.21,"5,517","5,351",          1.03
4812760000,경상남도 창원시 마산회원구 구암1동,"12,391","4,851",          2.55,"6,361","6,030",          1.05
4812761000,경상남도 창원시 마산회원구 구암2동,"11,941","4,517",          2.64,"6,123","5,818",          1.05
4812762000,경상남도 창원시 마산회원구 봉암동,"4,705","2,110",          2.23,"2,569","2,136",          1.20
4812900000,경상남도 창원시 진해구 ,"180,108","67,442",          2.67,"91,858","88,250",          1.04
4812951000,경상남도 창원시 진해구 중앙동,"8,779","2,827",          3.11,"4,439","4,340",          1.02
4812952000,경상남도 창원시 진해구 태평동,"7,049","2,860",          2.46,"3,711","3,338",          1.11
4812953000,경상남도 창원시 진해구 충무동,"4,918","2,159",          2.28,"2,497","2,421",          1.03
4812954000,경상남도 창원시 진해구 여좌동,"12,633","5,263",          2.40,"6,355","6,278",          1.01
4812955000,경상남도 창원시 진해구 태백동,"7,401","3,250",          2.28,"3,811","3,590",          1.06
4812956000,경상남도 창원시 진해구 경화동,"11,634","4,319",          2.69,"5,940","5,694",          1.04
4812957000,경상남도 창원시 진해구 병암동,"8,724","3,348",          2.61,"4,323","4,401",          0.98
4812958000,경상남도 창원시 진해구 석동,"19,276","6,509",          2.96,"9,800","9,476",          1.03
4812959000,경상남도 창원시 진해구 이동,"11,484","4,861",          2.36,"5,947","5,537",          1.07
4812960000,경상남도 창원시 진해구 자은동,"12,518","4,439",          2.82,"6,255","6,263",          1.00
4812961000,경상남도 창원시 진해구 덕산동,"11,556","4,004",          2.89,"5,718","5,838",          0.98
4812962000,경상남도 창원시 진해구 풍호동,"18,261","5,922",          3.08,"9,123","9,138",          1.00
4812963000,경상남도 창원시 진해구 웅천동,"4,818","2,158",          2.23,"2,543","2,275",          1.12
4812964000,경상남도 창원시 진해구 웅동1동,"8,945","3,294",          2.72,"4,601","4,344",          1.06
4812965000,경상남도 창원시 진해구 웅동2동,"32,112","12,229",          2.63,"16,795","15,317",          1.10
4817000000,경상남도 진주시 ,"335,502","128,875",          2.60,"166,254","169,248",          0.98
4817025000,경상남도 진주시 문산읍,"8,770","3,393",          2.58,"4,373","4,397",          0.99
4817031000,경상남도 진주시 내동면,"4,221","1,597",          2.64,"2,080","2,141",          0.97
4817032000,경상남도 진주시 정촌면,"3,217","1,320",          2.44,"1,626","1,591",          1.02
4817033000,경상남도 진주시 금곡면,"2,686","1,242",          2.16,"1,289","1,397",          0.92
4817035000,경상남도 진주시 진성면,"2,401","1,107",          2.17,"1,188","1,213",          0.98
4817036000,경상남도 진주시 일반성면,"3,231","1,414",          2.29,"1,555","1,676",          0.93
4817037000,경상남도 진주시 이반성면,"1,871",988,          1.89,909,962,          0.94
4817038000,경상남도 진주시 사봉면,"1,808",913,          1.98,890,918,          0.97
4817039000,경상남도 진주시 지수면,"1,846",887,          2.08,922,924,          1.00
4817040000,경상남도 진주시 대곡면,"4,107","1,877",          2.19,"2,034","2,073",          0.98
4817041000,경상남도 진주시 금산면,"23,155","7,512",          3.08,"11,693","11,462",          1.02
4817042000,경상남도 진주시 집현면,"5,662","2,108",          2.69,"2,853","2,809",          1.02
4817043000,경상남도 진주시 미천면,"1,945",939,          2.07,948,997,          0.95
4817044000,경상남도 진주시 명석면,"4,849","2,093",          2.32,"2,481","2,368",          1.05
4817045000,경상남도 진주시 대평면,"1,251",523,          2.39,619,632,          0.98
4817046000,경상남도 진주시 수곡면,"2,550","1,229",          2.07,"1,258","1,292",          0.97
4817051000,경상남도 진주시 망경동,"17,969","6,394",          2.81,"8,967","9,002",          1.00
4817052000,경상남도 진주시 강남동,"6,004","2,568",          2.34,"2,980","3,024",          0.99
4817053000,경상남도 진주시 칠암동,"10,815","4,357",          2.48,"5,314","5,501",          0.97
4817054500,경상남도 진주시 성지동,"6,381","2,907",          2.20,"3,074","3,307",          0.93
4817056500,경상남도 진주시 중앙동,"4,488","2,289",          1.96,"2,112","2,376",          0.89
4817057500,경상남도 진주시 봉안동,"6,811","3,247",          2.10,"3,301","3,510",          0.94
4817059000,경상남도 진주시 상봉동동,"7,393","3,229",          2.29,"3,664","3,729",          0.98
4817060000,경상남도 진주시 상봉서동,"10,809","4,325",          2.50,"5,239","5,570",          0.94
4817061500,경상남도 진주시 봉수동,"4,726","2,049",          2.31,"2,313","2,413",          0.96
4817064500,경상남도 진주시 옥봉동,"6,831","3,125",          2.19,"3,398","3,433",          0.99
4817066000,경상남도 진주시 상대1동,"14,929","6,080",          2.46,"7,447","7,482",          1.00
4817067000,경상남도 진주시 상대2동,"12,866","5,077",          2.53,"6,363","6,503",          0.98
4817067600,경상남도 진주시 하대1동,"16,108","5,691",          2.83,"8,109","7,999",          1.01
4817067700,경상남도 진주시 하대2동,"13,576","4,420",          3.07,"6,721","6,855",          0.98
4817068000,경상남도 진주시 상평동,"13,703","5,411",          2.53,"6,983","6,720",          1.04
4817069500,경상남도 진주시 초장동,"14,822","4,515",          3.28,"7,589","7,233",          1.05
4817071000,경상남도 진주시 평거동,"30,508","10,327",          2.95,"14,823","15,685",          0.95
4817071500,경상남도 진주시 신안동,"14,975","5,481",          2.73,"7,206","7,769",          0.93
4817072000,경상남도 진주시 이현동,"15,884","5,711",          2.78,"8,000","7,884",          1.01
4817073000,경상남도 진주시 판문동,"11,295","4,063",          2.78,"5,415","5,880",          0.92
4817074000,경상남도 진주시 가호동,"21,039","8,467",          2.48,"10,518","10,521",          1.00
4822000000,경상남도 통영시 ,"140,195","57,496",          2.44,"71,211","68,984",          1.03
4822025000,경상남도 통영시 산양읍,"5,686","2,666",          2.13,"2,983","2,703",          1.10
4822031000,경상남도 통영시 용남면,"11,377","4,143",          2.75,"5,784","5,593",          1.03
4822033000,경상남도 통영시 도산면,"3,336","1,548",          2.16,"1,704","1,632",          1.04
4822034000,경상남도 통영시 광도면,"24,169","9,481",          2.55,"12,369","11,800",          1.05
4822035000,경상남도 통영시 욕지면,"2,257","1,243",          1.82,"1,199","1,058",          1.13
4822036000,경상남도 통영시 한산면,"2,410","1,278",          1.89,"1,217","1,193",          1.02
4822037000,경상남도 통영시 사량면,"1,712",929,          1.84,830,882,          0.94
4822051000,경상남도 통영시 도천동,"12,279","5,026",          2.44,"6,166","6,113",          1.01
4822053000,경상남도 통영시 명정동,"4,628","2,175",          2.13,"2,360","2,268",          1.04
4822055000,경상남도 통영시 중앙동,"6,246","2,990",          2.09,"3,141","3,105",          1.01
4822059000,경상남도 통영시 정량동,"11,570","4,952",          2.34,"5,993","5,577",          1.07
4822060000,경상남도 통영시 북신동,"11,912","4,575",          2.60,"5,896","6,016",          0.98
4822066500,경상남도 통영시 미수동,"13,639","4,971",          2.74,"6,847","6,792",          1.01
4822067000,경상남도 통영시 봉평동,"14,139","6,114",          2.31,"7,326","6,813",          1.08
4822070000,경상남도 통영시 무전동,"14,835","5,405",          2.74,"7,396","7,439",          0.99
4824000000,경상남도 사천시 ,"114,133","47,905",          2.38,"57,343","56,790",          1.01
4824025000,경상남도 사천시 사천읍,"16,744","6,917",          2.42,"8,499","8,245",          1.03
4824031000,경상남도 사천시 정동면,"12,113","4,354",          2.78,"6,027","6,086",          0.99
4824032000,경상남도 사천시 사남면,"11,639","4,579",          2.54,"5,897","5,742",          1.03
4824033000,경상남도 사천시 용현면,"8,335","3,669",          2.27,"4,215","4,120",          1.02
4824034000,경상남도 사천시 축동면,"2,109","1,013",          2.08,"1,091","1,018",          1.07
4824035000,경상남도 사천시 곤양면,"4,269","1,959",          2.18,"2,133","2,136",          1.00
4824036000,경상남도 사천시 곤명면,"3,279","1,634",          2.01,"1,654","1,625",          1.02
4824037000,경상남도 사천시 서포면,"4,230","1,956",          2.16,"2,090","2,140",          0.98
4824051000,경상남도 사천시 동서동,"8,348","3,725",          2.24,"4,212","4,136",          1.02
4824052000,경상남도 사천시 선구동,"6,711","3,000",          2.24,"3,389","3,322",          1.02
4824053000,경상남도 사천시 동서금동,"5,966","2,851",          2.09,"2,957","3,009",          0.98
4824055000,경상남도 사천시 벌용동,"16,590","6,572",          2.52,"8,148","8,442",          0.97
4824057000,경상남도 사천시 향촌동,"7,367","2,991",          2.46,"3,836","3,531",          1.09
4824059500,경상남도 사천시 남양동,"6,075","2,519",          2.41,"3,019","3,056",          0.99
4824089000,경상남도 사천시 신수출장소,358,166,          2.16,176,182,          0.97
4825000000,경상남도 김해시 ,"507,062","181,135",          2.80,"255,716","251,346",          1.02
4825025000,경상남도 김해시 진영읍,"40,926","15,581",          2.63,"20,824","20,102",          1.04
4825031000,경상남도 김해시 장유면,"126,572","41,039",          3.08,"62,914","63,658",          0.99
4825032000,경상남도 김해시 주촌면,"4,028","1,847",          2.18,"2,200","1,828",          1.20
4825033000,경상남도 김해시 진례면,"8,101","3,532",          2.29,"4,299","3,802",          1.13
4825034000,경상남도 김해시 한림면,"9,697","4,495",          2.16,"5,209","4,488",          1.16
4825035000,경상남도 김해시 생림면,"4,707","2,250",          2.09,"2,438","2,269",          1.07
4825036000,경상남도 김해시 상동면,"3,773","1,687",          2.24,"2,029","1,744",          1.16
4825037000,경상남도 김해시 대동면,"8,127","3,492",          2.33,"4,250","3,877",          1.10
4825051000,경상남도 김해시 동상동,"9,917","4,099",          2.42,"4,929","4,988",          0.99
4825052000,경상남도 김해시 회현동,"9,327","4,021",          2.32,"4,730","4,597",          1.03
4825053000,경상남도 김해시 부원동,"7,750","3,530",          2.20,"3,975","3,775",          1.05
4825054000,경상남도 김해시 내외동,"87,650","30,412",          2.88,"43,746","43,904",          1.00
4825055000,경상남도 김해시 북부동,"76,985","25,356",          3.04,"38,480","38,505",          1.00
4825056500,경상남도 김해시 칠산서부동,"9,797","3,723",          2.63,"5,095","4,702",          1.08
4825058000,경상남도 김해시 활천동,"46,860","16,589",          2.82,"23,866","22,994",          1.04
