※ 매년 말일자 통계 현황,,,,,,,
,,2011년,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2917067300,광주광역시 북구 매곡동,"15,661","5,045",          3.10,"7,816","7,845",          1.00
2917067600,광주광역시 북구 오치1동,"13,384","5,404",          2.48,"6,870","6,514",          1.05
2917067700,광주광역시 북구 오치2동,"15,177","6,392",          2.37,"7,332","7,845",          0.93
2917068500,광주광역시 북구 석곡동,"2,931","1,303",          2.25,"1,512","1,419",          1.07
2917069500,광주광역시 북구 건국동,"60,993","22,157",          2.75,"30,651","30,342",          1.01
2920000000,광주광역시 광산구 ,"375,509","133,302",          2.82,"188,367","187,142",          1.01
2920051500,광주광역시 광산구 송정1동,"12,153","4,518",          2.69,"6,153","6,000",          1.03
2920052500,광주광역시 광산구 송정2동,"7,041","3,020",          2.33,"3,536","3,505",          1.01
2920054000,광주광역시 광산구 도산동,"15,059","5,614",          2.68,"7,672","7,387",          1.04
2920055000,광주광역시 광산구 신흥동,"5,718","2,211",          2.59,"2,895","2,823",          1.03
2920056500,광주광역시 광산구 어룡동,"22,667","8,364",          2.71,"11,530","11,137",          1.04
2920058000,광주광역시 광산구 우산동,"25,143","10,877",          2.31,"12,591","12,552",          1.00
2920060000,광주광역시 광산구 월곡1동,"15,051","5,565",          2.70,"7,612","7,439",          1.02
2920061000,광주광역시 광산구 월곡2동,"20,835","7,401",          2.82,"10,737","10,098",          1.06
2920062000,광주광역시 광산구 비아동,"7,564","3,106",          2.44,"4,014","3,550",          1.13
2920062400,광주광역시 광산구 첨단1동,"24,734","7,001",          3.53,"12,170","12,564",          0.97
2920062600,광주광역시 광산구 첨단2동,"43,031","14,260",          3.02,"21,327","21,704",          0.98
2920063000,광주광역시 광산구 신가동,"25,369","8,825",          2.87,"12,711","12,658",          1.00
2920063500,광주광역시 광산구 운남동,"34,030","11,229",          3.03,"16,965","17,065",          0.99
2920063700,광주광역시 광산구 수완동,"55,339","18,036",          3.07,"27,048","28,291",          0.96
2920064000,광주광역시 광산구 하남동,"14,384","5,091",          2.83,"7,405","6,979",          1.06
2920065000,광주광역시 광산구 임곡동,"2,532","1,315",          1.93,"1,326","1,206",          1.10
2920066000,광주광역시 광산구 동곡동,"2,302","1,084",          2.12,"1,178","1,124",          1.05
2920067000,광주광역시 광산구 평동,"3,877","1,928",          2.01,"2,045","1,832",          1.12
2920068000,광주광역시 광산구 삼도동,"2,829","1,398",          2.02,"1,421","1,408",          1.01
2920069000,광주광역시 광산구 본량동,"2,675","1,319",          2.03,"1,333","1,342",          0.99
2920070000,광주광역시 광산구 신창동,"33,176","11,140",          2.98,"16,698","16,478",          1.01
3000000000,대전광역시  ,"1,515,603","566,324",          2.68,"759,188","756,415",          1.00
3011000000,대전광역시 동구 ,"251,285","100,745",          2.49,"127,446","123,839",          1.03
3011051500,대전광역시 동구 중앙동,"8,702","4,883",          1.78,"4,760","3,942",          1.21
3011053000,대전광역시 동구 효동,"26,427","9,317",          2.84,"13,016","13,411",          0.97
3011054500,대전광역시 동구 신인동,"14,481","5,524",          2.62,"7,315","7,166",          1.02
3011055100,대전광역시 동구 판암1동,"11,112","4,421",          2.51,"5,532","5,580",          0.99
3011055200,대전광역시 동구 판암2동,"11,937","5,668",          2.11,"5,893","6,044",          0.98
3011056000,대전광역시 동구 용운동,"21,506","8,290",          2.59,"10,880","10,626",          1.02
3011058500,대전광역시 동구 대동,"13,689","5,436",          2.52,"6,945","6,744",          1.03
3011059000,대전광역시 동구 자양동,"11,964","5,263",          2.27,"6,127","5,837",          1.05
3011062000,대전광역시 동구 가양1동,"16,297","6,742",          2.42,"8,339","7,958",          1.05
3011063000,대전광역시 동구 가양2동,"23,132","8,751",          2.64,"11,623","11,509",          1.01
3011064000,대전광역시 동구 용전동,"21,200","8,867",          2.39,"10,842","10,358",          1.05
3011066500,대전광역시 동구 성남동,"13,227","5,422",          2.44,"6,740","6,487",          1.04
3011067000,대전광역시 동구 홍도동,"13,530","5,442",          2.49,"6,900","6,630",          1.04
3011069500,대전광역시 동구 삼성동,"19,352","7,739",          2.50,"10,044","9,308",          1.08
3011072500,대전광역시 동구 대청동,"3,060","1,318",          2.32,"1,588","1,472",          1.08
3011074000,대전광역시 동구 산내동,"21,669","7,662",          2.83,"10,902","10,767",          1.01
3014000000,대전광역시 중구 ,"265,502","101,819",          2.61,"132,531","132,971",          1.00
3014053500,대전광역시 중구 은행선화동,"16,223","8,328",          1.95,"8,242","7,981",          1.03
3014055000,대전광역시 중구 목동,"16,561","5,316",          3.12,"8,041","8,520",          0.94
3014056000,대전광역시 중구 중촌동,"16,778","6,559",          2.56,"8,225","8,553",          0.96
3014057500,대전광역시 중구 대흥동,"11,381","5,296",          2.15,"5,710","5,671",          1.01
3014060500,대전광역시 중구 문창동,"5,719","2,610",          2.19,"2,940","2,779",          1.06
3014062000,대전광역시 중구 석교동,"19,530","7,552",          2.59,"10,040","9,490",          1.06
3014063000,대전광역시 중구 대사동,"6,918","3,195",          2.17,"3,553","3,365",          1.06
3014064000,대전광역시 중구 부사동,"7,725","3,239",          2.38,"3,897","3,828",          1.02
3014065500,대전광역시 중구 용두동,"11,227","4,699",          2.39,"5,597","5,630",          0.99
3014067000,대전광역시 중구 오류동,"10,682","4,015",          2.66,"5,156","5,526",          0.93
3014068000,대전광역시 중구 태평1동,"15,857","5,332",          2.97,"7,897","7,960",          0.99
3014069000,대전광역시 중구 태평2동,"30,858","9,937",          3.11,"15,087","15,771",          0.96
3014070000,대전광역시 중구 유천1동,"7,872","3,673",          2.14,"4,070","3,802",          1.07
3014071000,대전광역시 중구 유천2동,"15,885","5,935",          2.68,"7,898","7,987",          0.99
3014072000,대전광역시 중구 문화1동,"24,611","8,252",          2.98,"12,102","12,509",          0.97
3014073000,대전광역시 중구 문화2동,"16,302","6,166",          2.64,"8,053","8,249",          0.98
3014074000,대전광역시 중구 산성동,"31,373","11,715",          2.68,"16,023","15,350",          1.04
3017000000,대전광역시 서구 ,"499,124","181,948",          2.74,"246,278","252,846",          0.97
3017051000,대전광역시 서구 복수동,"22,266","7,252",          3.07,"11,066","11,200",          0.99
3017052000,대전광역시 서구 도마1동,"20,674","8,458",          2.44,"10,500","10,174",          1.03
3017053000,대전광역시 서구 도마2동,"23,238","8,965",          2.59,"11,822","11,416",          1.04
3017053500,대전광역시 서구 정림동,"19,311","6,353",          3.04,"9,560","9,751",          0.98
3017054000,대전광역시 서구 변동,"19,356","7,545",          2.57,"9,826","9,530",          1.03
3017055000,대전광역시 서구 용문동,"15,974","6,955",          2.30,"7,812","8,162",          0.96
3017055500,대전광역시 서구 탄방동,"30,562","12,742",          2.40,"14,815","15,747",          0.94
3017056000,대전광역시 서구 괴정동,"21,240","9,495",          2.24,"10,316","10,924",          0.94
3017057000,대전광역시 서구 가장동,"14,158","5,011",          2.83,"7,000","7,158",          0.98
3017057500,대전광역시 서구 내동,"27,287","9,038",          3.02,"13,382","13,905",          0.96
3017058100,대전광역시 서구 갈마1동,"25,228","10,243",          2.46,"12,409","12,819",          0.97
3017058200,대전광역시 서구 갈마2동,"28,857","12,082",          2.39,"14,111","14,746",          0.96
3017058600,대전광역시 서구 월평1동,"12,826","6,138",          2.09,"6,457","6,369",          1.01
3017058700,대전광역시 서구 월평2동,"18,968","7,368",          2.57,"9,096","9,872",          0.92
3017058800,대전광역시 서구 월평3동,"25,752","7,671",          3.36,"12,862","12,890",          1.00
3017059000,대전광역시 서구 가수원동,"19,570","6,849",          2.86,"9,772","9,798",          1.00
3017059600,대전광역시 서구 관저1동,"16,602","5,400",          3.07,"8,080","8,522",          0.95
3017059700,대전광역시 서구 관저2동,"33,495","10,522",          3.18,"16,274","17,221",          0.95
3017060000,대전광역시 서구 기성동,"4,440","1,653",          2.69,"2,287","2,153",          1.06
3017063000,대전광역시 서구 둔산1동,"18,168","5,494",          3.31,"8,979","9,189",          0.98
3017064000,대전광역시 서구 둔산2동,"41,880","13,402",          3.12,"20,503","21,377",          0.96
3017065000,대전광역시 서구 만년동,"15,684","5,541",          2.83,"7,775","7,909",          0.98
3017066000,대전광역시 서구 둔산3동,"23,588","7,771",          3.04,"11,574","12,014",          0.96
3020000000,대전광역시 유성구 ,"294,353","106,053",          2.78,"148,403","145,950",          1.02
3020052000,대전광역시 유성구 진잠동,"31,384","11,694",          2.68,"15,842","15,542",          1.02
3020053000,대전광역시 유성구 온천1동,"44,921","19,111",          2.35,"22,472","22,449",          1.00
3020054000,대전광역시 유성구 온천2동,"33,305","13,886",          2.40,"17,152","16,153",          1.06
3020054600,대전광역시 유성구 노은1동,"24,187","8,224",          2.94,"11,941","12,246",          0.98
3020054700,대전광역시 유성구 노은2동,"44,169","14,170",          3.12,"21,801","22,368",          0.97
3020055000,대전광역시 유성구 신성동,"27,800","9,770",          2.85,"14,336","13,464",          1.06
3020057000,대전광역시 유성구 전민동,"26,372","8,651",          3.05,"13,231","13,141",          1.01
3020058000,대전광역시 유성구 구즉동,"32,318","11,226",          2.88,"16,489","15,829",          1.04
3020060000,대전광역시 유성구 관평동,"29,897","9,321",          3.21,"15,139","14,758",          1.03
3023000000,대전광역시 대덕구 ,"205,339","75,759",          2.71,"104,530","100,809",          1.04
3023051000,대전광역시 대덕구 오정동,"19,791","8,388",          2.36,"10,422","9,369",          1.11
3023052000,대전광역시 대덕구 대화동,"10,304","4,109",          2.51,"5,375","4,929",          1.09
3023052500,대전광역시 대덕구 회덕동,"18,250","6,831",          2.67,"9,337","8,913",          1.05
3023053300,대전광역시 대덕구 비래동,"19,675","6,917",          2.84,"9,935","9,740",          1.02
3023054300,대전광역시 대덕구 송촌동,"32,367","10,167",          3.18,"16,227","16,140",          1.01
3023054600,대전광역시 대덕구 중리동,"24,355","10,013",          2.43,"12,429","11,926",          1.04
3023055000,대전광역시 대덕구 신탄진동,"13,629","5,135",          2.65,"7,010","6,619",          1.06
3023056000,대전광역시 대덕구 석봉동,"6,799","2,515",          2.70,"3,557","3,242",          1.10
3023057000,대전광역시 대덕구 덕암동,"17,313","6,289",          2.75,"9,092","8,221",          1.11
3023058000,대전광역시 대덕구 목상동,"7,099","2,713",          2.62,"3,757","3,342",          1.12
3023060000,대전광역시 대덕구 법1동,"15,130","5,674",          2.67,"7,266","7,864",          0.92
3023061000,대전광역시 대덕구 법2동,"20,627","7,008",          2.94,"10,123","10,504",          0.96
3100000000,울산광역시  ,"1,135,494","412,561",          2.75,"583,825","551,669",          1.06
3111000000,울산광역시 중구 ,"232,634","86,822",          2.68,"119,120","113,514",          1.05
3111051000,울산광역시 중구 학성동,"12,150","5,355",          2.27,"6,282","5,868",          1.07
3111052000,울산광역시 중구 반구1동,"16,940","6,878",          2.46,"8,887","8,053",          1.10
3111053000,울산광역시 중구 반구2동,"10,488","4,035",          2.60,"5,324","5,164",          1.03
3111054000,울산광역시 중구 복산1동,"10,571","4,144",          2.55,"5,389","5,182",          1.04
3111055000,울산광역시 중구 복산2동,"10,302","3,671",          2.81,"5,234","5,068",          1.03
3111056000,울산광역시 중구 북정동,"22,454","7,822",          2.87,"11,452","11,002",          1.04
3111058500,울산광역시 중구 중앙동,"15,076","7,056",          2.14,"7,810","7,266",          1.07
3111059000,울산광역시 중구 우정동,"22,695","8,840",          2.57,"11,547","11,148",          1.04
3111060000,울산광역시 중구 태화동,"26,389","8,912",          2.96,"13,274","13,115",          1.01
3111061000,울산광역시 중구 다운동,"31,400","11,427",          2.75,"16,047","15,353",          1.05
3111062000,울산광역시 중구 병영1동,"27,607","9,607",          2.87,"14,165","13,442",          1.05
3111063000,울산광역시 중구 병영2동,"17,768","6,338",          2.80,"9,211","8,557",          1.08
3111064000,울산광역시 중구 약사동,"8,794","2,737",          3.21,"4,498","4,296",          1.05
3114000000,울산광역시 남구 ,"343,504","125,766",          2.73,"174,873","168,631",          1.04
3114051000,울산광역시 남구 신정1동,"19,622","8,433",          2.33,"9,936","9,686",          1.03
3114052000,울산광역시 남구 신정2동,"22,610","7,828",          2.89,"11,466","11,144",          1.03
3114053000,울산광역시 남구 신정3동,"12,427","5,548",          2.24,"6,254","6,173",          1.01
3114054000,울산광역시 남구 신정4동,"25,849","8,757",          2.95,"13,109","12,740",          1.03
3114055000,울산광역시 남구 신정5동,"8,900","3,834",          2.32,"4,673","4,227",          1.11
3114056000,울산광역시 남구 달동,"30,625","12,107",          2.53,"15,268","15,357",          0.99
3114057000,울산광역시 남구 삼산동,"49,840","18,930",          2.63,"25,221","24,619",          1.02
3114058500,울산광역시 남구 삼호동,"24,394","9,200",          2.65,"12,373","12,021",          1.03
3114059500,울산광역시 남구 무거동,"38,364","13,215",          2.90,"19,757","18,607",          1.06
3114060000,울산광역시 남구 옥동,"29,117","8,957",          3.25,"14,801","14,316",          1.03
3114062500,울산광역시 남구 대현동,"31,652","10,711",          2.96,"16,101","15,551",          1.04
3114063500,울산광역시 남구 수암동,"18,442","5,778",          3.19,"9,310","9,132",          1.02
3114064000,울산광역시 남구 선암동,"17,366","5,964",          2.91,"8,924","8,442",          1.06
3114067000,울산광역시 남구 야음장생포동,"14,296","6,504",          2.20,"7,680","6,616",          1.16
3117000000,울산광역시 동구 ,"172,172","61,946",          2.78,"90,269","81,903",          1.10
3117051000,울산광역시 동구 방어동,"39,482","14,700",          2.69,"20,959","18,523",          1.13
3117052000,울산광역시 동구 일산동,"8,196","3,575",          2.29,"4,327","3,869",          1.12
