,행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
3275,4725000000,경상북도상주시,"95,566","48,965",1.95,"46,869","48,697",0.96
3276,4725025000,경상북도상주시함창읍,"6,354","3,392",1.87,"3,064","3,290",0.93
3277,4725031000,경상북도상주시중동면,"1,381",785,1.76,674,707,0.95
3278,4725032500,경상북도상주시사벌국면,"3,798","2,072",1.83,"1,859","1,939",0.96
3279,4725033000,경상북도상주시낙동면,"2,968","1,657",1.79,"1,446","1,522",0.95
3280,4725033500,경상북도상주시낙동면동부출장소,965,562,1.72,476,489,0.97
3281,4725034000,경상북도상주시청리면,"2,563","1,409",1.82,"1,247","1,316",0.95
3282,4725035000,경상북도상주시공성면,"3,905","2,141",1.82,"1,928","1,977",0.98
3283,4725036000,경상북도상주시외남면,"1,620",880,1.84,802,818,0.98
3284,4725037000,경상북도상주시내서면,"1,895","1,062",1.78,968,927,1.04
3285,4725038000,경상북도상주시모동면,"2,542","1,328",1.91,"1,281","1,261",1.02
3286,4725039000,경상북도상주시모서면,"1,712",959,1.79,872,840,1.04
3287,4725039500,경상북도상주시모서면서부출장소,749,426,1.76,359,390,0.92
3288,4725040000,경상북도상주시화동면,"1,940","1,071",1.81,974,966,1.01
3289,4725041000,경상북도상주시화서면,"2,799","1,489",1.88,"1,361","1,438",0.95
3290,4725042000,경상북도상주시화북면,"1,204",671,1.79,603,601,1.0
3291,4725042600,경상북도상주시화북면서부출장소,316,203,1.56,168,148,1.14
3292,4725043000,경상북도상주시외서면,"2,651","1,475",1.8,"1,262","1,389",0.91
3293,4725044000,경상북도상주시은척면,"1,136",669,1.7,527,609,0.87
3294,4725044500,경상북도상주시은척면북부출장소,378,224,1.69,196,182,1.08
3295,4725045000,경상북도상주시공검면,"2,111","1,200",1.76,"1,005","1,106",0.91
3296,4725046000,경상북도상주시이안면,"1,987","1,154",1.72,970,"1,017",0.95
3297,4725047000,경상북도상주시화남면,793,486,1.63,381,412,0.92
3298,4725052000,경상북도상주시남원동,"11,684","5,368",2.18,"5,714","5,970",0.96
3299,4725053000,경상북도상주시북문동,"9,342","4,427",2.11,"4,694","4,648",1.01
3300,4725054000,경상북도상주시계림동,"8,771","4,273",2.05,"4,181","4,590",0.91
3301,4725055000,경상북도상주시동문동,"7,865","3,791",2.07,"3,826","4,039",0.95
3302,4725056000,경상북도상주시동성동,"3,483","1,732",2.01,"1,699","1,784",0.95
3303,4725057000,경상북도상주시신흥동,"8,654","4,059",2.13,"4,332","4,322",1.0
3304,4728000000,경상북도문경시,"71,154","37,069",1.92,"34,919","36,235",0.96
3305,4728025000,경상북도문경시문경읍,"5,775","3,188",1.81,"2,791","2,984",0.94
3306,4728025100,경상북도문경시문경읍갈평출장소,"1,109",581,1.91,571,538,1.06
3307,4728025300,경상북도문경시가은읍,"3,206","1,858",1.73,"1,564","1,642",0.95
3308,4728025400,경상북도문경시가은읍북부출장소,883,536,1.65,473,410,1.15
3309,4728031000,경상북도문경시영순면,"2,452","1,495",1.64,"1,289","1,163",1.11
3310,4728032000,경상북도문경시산양면,"3,072","1,743",1.76,"1,547","1,525",1.01
3311,4728033000,경상북도문경시호계면,"2,434","1,497",1.63,"1,178","1,256",0.94
3312,4728034000,경상북도문경시산북면,"2,787","1,649",1.69,"1,387","1,400",0.99
3313,4728035000,경상북도문경시동로면,"2,008","1,171",1.71,"1,027",981,1.05
3314,4728036000,경상북도문경시마성면,"3,558","2,147",1.66,"1,692","1,866",0.91
3315,4728037000,경상북도문경시농암면,"2,612","1,595",1.64,"1,202","1,410",0.85
3316,4728057000,경상북도문경시점촌1동,"5,742","2,828",2.03,"2,798","2,944",0.95
3317,4728058000,경상북도문경시점촌2동,"7,030","3,648",1.93,"3,396","3,634",0.93
3318,4728059000,경상북도문경시점촌3동,"9,060","4,346",2.08,"4,499","4,561",0.99
3319,4728060000,경상북도문경시점촌4동,"3,164","1,792",1.77,"1,591","1,573",1.01
3320,4728061000,경상북도문경시점촌5동,"16,262","6,995",2.32,"7,914","8,348",0.95
3321,4729000000,경상북도경산시,"268,369","124,869",2.15,"134,940","133,429",1.01
3322,4729025000,경상북도경산시하양읍,"28,053","12,757",2.2,"14,118","13,935",1.01
3323,4729025300,경상북도경산시진량읍,"35,568","17,042",2.09,"18,565","17,003",1.09
3324,4729025600,경상북도경산시압량읍,"20,797","10,506",1.98,"11,063","9,734",1.14
3325,4729031000,경상북도경산시와촌면,"5,732","3,004",1.91,"3,080","2,652",1.16
3326,4729033000,경상북도경산시자인면,"5,453","2,936",1.86,"2,786","2,667",1.04
3327,4729034000,경상북도경산시용성면,"3,270","1,825",1.79,"1,715","1,555",1.1
3328,4729035000,경상북도경산시남산면,"3,711","1,950",1.9,"1,930","1,781",1.08
3329,4729037000,경상북도경산시남천면,"2,919","1,541",1.89,"1,502","1,417",1.06
3330,4729051000,경상북도경산시중방동,"9,643","4,738",2.04,"4,662","4,981",0.94
3331,4729052000,경상북도경산시중앙동,"6,359","3,520",1.81,"3,160","3,199",0.99
3332,4729053000,경상북도경산시남부동,"19,968","8,522",2.34,"9,836","10,132",0.97
3333,4729054100,경상북도경산시서부1동,"35,561","15,329",2.32,"16,889","18,672",0.9
3334,4729054200,경상북도경산시서부2동,"36,165","14,033",2.58,"17,344","18,821",0.92
3335,4729055000,경상북도경산시북부동,"16,296","9,766",1.67,"8,894","7,402",1.2
3336,4729056000,경상북도경산시동부동,"38,874","17,400",2.23,"19,396","19,478",1.0
3337,4772000000,경상북도군위군,"22,945","13,258",1.73,"11,761","11,184",1.05
3338,4772025000,경상북도군위군군위읍,"8,161","4,292",1.9,"4,223","3,938",1.07
3339,4772031000,경상북도군위군소보면,"2,253","1,410",1.6,"1,175","1,078",1.09
3340,4772032000,경상북도군위군효령면,"3,753","2,154",1.74,"1,937","1,816",1.07
3341,4772033000,경상북도군위군부계면,"2,011","1,184",1.7,"1,041",970,1.07
3342,4772034000,경상북도군위군우보면,"1,933","1,210",1.6,968,965,1.0
3343,4772035000,경상북도군위군의흥면,"2,356","1,416",1.66,"1,143","1,213",0.94
3344,4772036000,경상북도군위군산성면,"1,182",748,1.58,598,584,1.02
3345,4772038000,경상북도군위군삼국유사면,"1,296",844,1.54,676,620,1.09
3346,4773000000,경상북도의성군,"50,632","28,798",1.76,"24,796","25,836",0.96
3347,4773025000,경상북도의성군의성읍,"12,971","6,673",1.94,"6,342","6,629",0.96
3348,4773031000,경상북도의성군단촌면,"1,924","1,163",1.65,955,969,0.99
3349,4773032000,경상북도의성군점곡면,"1,614",988,1.63,793,821,0.97
3350,4773033000,경상북도의성군옥산면,"1,745",999,1.75,868,877,0.99
3351,4773034000,경상북도의성군사곡면,"1,551",956,1.62,752,799,0.94
3352,4773035000,경상북도의성군춘산면,"1,450",806,1.8,741,709,1.05
3353,4773036000,경상북도의성군가음면,"1,456",859,1.69,728,728,1.0
3354,4773037000,경상북도의성군금성면,"4,201","2,491",1.69,"2,053","2,148",0.96
3355,4773038000,경상북도의성군봉양면,"3,842","2,259",1.7,"1,872","1,970",0.95
3356,4773039000,경상북도의성군비안면,"2,573","1,537",1.67,"1,259","1,314",0.96
3357,4773040000,경상북도의성군구천면,"1,756","1,004",1.75,879,877,1.0
3358,4773041000,경상북도의성군단밀면,"1,698",977,1.74,849,849,1.0
3359,4773042000,경상북도의성군단북면,"1,783","1,028",1.73,857,926,0.93
3360,4773043000,경상북도의성군안계면,"4,543","2,525",1.8,"2,165","2,378",0.91
3361,4773044000,경상북도의성군다인면,"3,765","2,202",1.71,"1,831","1,934",0.95
3362,4773045000,경상북도의성군신평면,822,514,1.6,394,428,0.92
3363,4773046000,경상북도의성군안평면,"2,126","1,275",1.67,"1,068","1,058",1.01
3364,4773047000,경상북도의성군안사면,812,542,1.5,390,422,0.92
3365,4775000000,경상북도청송군,"24,539","14,029",1.75,"12,261","12,278",1.0
3366,4775025000,경상북도청송군청송읍,"5,108","2,665",1.92,"2,516","2,592",0.97
3367,4775031500,경상북도청송군주왕산면,"1,808","1,086",1.66,906,902,1.0
3368,4775032000,경상북도청송군부남면,"2,461","1,429",1.72,"1,220","1,241",0.98
3369,4775033000,경상북도청송군현동면,"2,091","1,189",1.76,"1,046","1,045",1.0
3370,4775034000,경상북도청송군현서면,"2,494","1,435",1.74,"1,238","1,256",0.99
3371,4775035000,경상북도청송군안덕면,"2,574","1,576",1.63,"1,246","1,328",0.94
3372,4775036000,경상북도청송군파천면,"1,741","1,050",1.66,878,863,1.02
3373,4775037000,경상북도청송군진보면,"6,262","3,599",1.74,"3,211","3,051",1.05
3374,4776000000,경상북도영양군,"16,320","9,055",1.8,"8,144","8,176",1.0
3375,4776025000,경상북도영양군영양읍,"7,125","3,713",1.92,"3,546","3,579",0.99
3376,4776031000,경상북도영양군입암면,"2,085","1,210",1.72,"1,006","1,079",0.93
3377,4776032000,경상북도영양군청기면,"1,692","1,011",1.67,860,832,1.03
3378,4776033000,경상북도영양군일월면,"1,764",991,1.78,873,891,0.98
3379,4776034000,경상북도영양군수비면,"1,663",954,1.74,844,819,1.03
3380,4776035000,경상북도영양군석보면,"1,991","1,176",1.69,"1,015",976,1.04
3381,4777000000,경상북도영덕군,"35,314","19,895",1.78,"16,777","18,537",0.91
3382,4777025000,경상북도영덕군영덕읍,"10,740","5,457",1.97,"5,160","5,580",0.92
3383,4777031000,경상북도영덕군강구면,"6,000","3,431",1.75,"2,825","3,175",0.89
3384,4777032000,경상북도영덕군남정면,"2,327","1,458",1.6,"1,130","1,197",0.94
3385,4777033000,경상북도영덕군달산면,"1,113",714,1.56,504,609,0.83
3386,4777034000,경상북도영덕군지품면,"1,477",883,1.67,728,749,0.97
3387,4777034500,경상북도영덕군지품면원전출장소,522,309,1.69,247,275,0.9
3388,4777035000,경상북도영덕군축산면,904,534,1.69,427,477,0.9
3389,4777035500,경상북도영덕군축산면축산출장소,"1,651",986,1.67,767,884,0.87
3390,4777036000,경상북도영덕군영해면,"6,212","3,406",1.82,"2,899","3,313",0.88
3391,4777037000,경상북도영덕군병곡면,"2,734","1,677",1.63,"1,291","1,443",0.89
3392,4777038000,경상북도영덕군창수면,"1,634","1,040",1.57,799,835,0.96
3393,4782000000,경상북도청도군,"41,891","23,251",1.8,"20,598","21,293",0.97
3394,4782025000,경상북도청도군화양읍,"7,213","3,452",2.09,"3,530","3,683",0.96
3395,4782025100,경상북도청도군화양읍남성현출장소,"1,120",647,1.73,564,556,1.01
3396,4782025300,경상북도청도군청도읍,"10,145","5,197",1.95,"4,961","5,184",0.96
3397,4782025400,경상북도청도군청도읍유호출장소,"1,575",926,1.7,762,813,0.94
3398,4782031000,경상북도청도군각남면,"2,159","1,288",1.68,"1,028","1,131",0.91
3399,4782032000,경상북도청도군풍각면,"3,858","2,274",1.7,"1,894","1,964",0.96
3400,4782033000,경상북도청도군각북면,"2,238","1,366",1.64,"1,103","1,135",0.97
3401,4782034000,경상북도청도군이서면,"4,513","2,518",1.79,"2,199","2,314",0.95
3402,4782035000,경상북도청도군운문면,"2,061","1,293",1.59,"1,026","1,035",0.99
3403,4782036000,경상북도청도군금천면,"3,273","2,004",1.63,"1,659","1,614",1.03
3404,4782037000,경상북도청도군매전면,"3,736","2,286",1.63,"1,872","1,864",1.0
3405,4783000000,경상북도고령군,"30,626","16,556",1.85,"15,741","14,885",1.06
3406,4783025300,경상북도고령군대가야읍,"9,886","5,019",1.97,"4,988","4,898",1.02
3407,4783031000,경상북도고령군덕곡면,"1,414",850,1.66,711,703,1.01
3408,4783032000,경상북도고령군운수면,"1,812","1,101",1.65,918,894,1.03
3409,4783033000,경상북도고령군성산면,"2,515","1,450",1.73,"1,372","1,143",1.2
3410,4783034000,경상북도고령군다산면,"8,295","4,138",2.0,"4,308","3,987",1.08
3411,4783035000,경상북도고령군개진면,"1,902","1,214",1.57,"1,026",876,1.17
3412,4783036000,경상북도고령군우곡면,"1,548",892,1.74,799,749,1.07
3413,4783037000,경상북도고령군쌍림면,"3,254","1,892",1.72,"1,619","1,635",0.99
3414,4784000000,경상북도성주군,"42,842","23,621",1.81,"22,216","20,626",1.08
3415,4784025000,경상북도성주군성주읍,"13,518","6,672",2.03,"6,856","6,662",1.03
3416,4784031000,경상북도성주군선남면,"6,110","3,485",1.75,"3,337","2,773",1.2
3417,4784032000,경상북도성주군용암면,"3,638","2,163",1.68,"1,998","1,640",1.22
3418,4784033000,경상북도성주군수륜면,"3,143","1,940",1.62,"1,568","1,575",1.0
3419,4784034000,경상북도성주군가천면,"2,003","1,224",1.64,"1,000","1,003",1.0
3420,4784035000,경상북도성주군금수면,"1,196",772,1.55,627,569,1.1
3421,4784036000,경상북도성주군대가면,"2,427","1,372",1.77,"1,230","1,197",1.03
3422,4784037000,경상북도성주군벽진면,"3,041","1,698",1.79,"1,571","1,470",1.07
3423,4784038000,경상북도성주군초전면,"4,439","2,437",1.82,"2,261","2,178",1.04
3424,4784039000,경상북도성주군월항면,"3,327","1,858",1.79,"1,768","1,559",1.13
3425,4785000000,경상북도칠곡군,"113,822","53,883",2.11,"59,260","54,562",1.09
3426,4785025000,경상북도칠곡군왜관읍,"32,755","15,023",2.18,"16,404","16,351",1.0
3427,4785025300,경상북도칠곡군북삼읍,"24,383","10,587",2.3,"12,651","11,732",1.08
3428,4785025600,경상북도칠곡군석적읍,"31,178","14,471",2.15,"16,866","14,312",1.18
3429,4785031000,경상북도칠곡군지천면,"4,096","2,401",1.71,"2,193","1,903",1.15
3430,4785032000,경상북도칠곡군동명면,"5,335","2,965",1.8,"2,719","2,616",1.04
3431,4785033000,경상북도칠곡군가산면,"3,428","1,993",1.72,"1,861","1,567",1.19
3432,4785036000,경상북도칠곡군약목면,"9,523","4,807",1.98,"4,934","4,589",1.08
3433,4785037000,경상북도칠곡군기산면,"3,124","1,636",1.91,"1,632","1,492",1.09
3434,4790000000,경상북도예천군,"55,739","27,771",2.01,"27,391","28,348",0.97
3435,4790025000,경상북도예천군예천읍,"14,548","7,362",1.98,"7,169","7,379",0.97
3436,4790031000,경상북도예천군용문면,"2,268","1,347",1.68,"1,137","1,131",1.01
3437,4790034000,경상북도예천군감천면,"2,604","1,492",1.75,"1,295","1,309",0.99
3438,4790035000,경상북도예천군보문면,"1,672",963,1.74,827,845,0.98
3439,4790036000,경상북도예천군호명면,"19,948","7,961",2.51,"9,762","10,186",0.96
3440,4790037000,경상북도예천군유천면,"2,535","1,448",1.75,"1,263","1,272",0.99
3441,4790038000,경상북도예천군용궁면,"2,379","1,383",1.72,"1,160","1,219",0.95
3442,4790039000,경상북도예천군개포면,"1,494",921,1.62,724,770,0.94
3443,4790040000,경상북도예천군지보면,"2,683","1,603",1.67,"1,319","1,364",0.97
3444,4790041000,경상북도예천군풍양면,"3,078","1,847",1.67,"1,475","1,603",0.92
3445,4790042000,경상북도예천군효자면,"1,160",692,1.68,581,579,1.0
3446,4790043000,경상북도예천군은풍면,"1,370",752,1.82,679,691,0.98
3447,4792000000,경상북도봉화군,"30,762","16,882",1.82,"15,551","15,211",1.02
3448,4792025000,경상북도봉화군봉화읍,"9,701","4,796",2.02,"4,798","4,903",0.98
3449,4792031000,경상북도봉화군물야면,"3,059","1,750",1.75,"1,547","1,512",1.02
3450,4792032000,경상북도봉화군봉성면,"2,077","1,139",1.82,"1,005","1,072",0.94
3451,4792033000,경상북도봉화군법전면,"2,001","1,149",1.74,"1,013",988,1.03
3452,4792034000,경상북도봉화군춘양면,"4,350","2,491",1.75,"2,175","2,175",1.0
3453,4792035000,경상북도봉화군소천면,"2,179","1,341",1.62,"1,098","1,081",1.02
3454,4792036000,경상북도봉화군재산면,"1,496",873,1.71,758,738,1.03
3455,4792037000,경상북도봉화군명호면,"2,213","1,259",1.76,"1,163","1,050",1.11
3456,4792038000,경상북도봉화군상운면,"1,691","1,010",1.67,867,824,1.05
3457,4792039000,경상북도봉화군석포면,"1,995","1,074",1.86,"1,127",868,1.3
3458,4793000000,경상북도울진군,"47,858","25,535",1.87,"24,026","23,832",1.01
3459,4793025000,경상북도울진군울진읍,"13,878","6,263",2.22,"7,018","6,860",1.02
3460,4793025300,경상북도울진군평해읍,"2,721","1,671",1.63,"1,297","1,424",0.91
3461,4793031000,경상북도울진군북면,"6,681","3,398",1.97,"3,534","3,147",1.12
3462,4793031500,경상북도울진군북면하당출장소,679,396,1.71,351,328,1.07
3463,4793033000,경상북도울진군근남면,"2,740","1,563",1.75,"1,383","1,357",1.02
3464,4793035000,경상북도울진군기성면,"2,482","1,601",1.55,"1,183","1,299",0.91
3465,4793036000,경상북도울진군온정면,"1,693","1,009",1.68,816,877,0.93
3466,4793037000,경상북도울진군죽변면,"6,287","3,589",1.75,"3,244","3,043",1.07
3467,4793038000,경상북도울진군후포면,"7,410","4,014",1.85,"3,619","3,791",0.95
3468,4793039000,경상북도울진군금강송면,"1,280",783,1.63,630,650,0.97
3469,4793040000,경상북도울진군매화면,"2,007","1,248",1.61,951,"1,056",0.9
3470,4794000000,경상북도울릉군,"8,867","5,258",1.69,"4,851","4,016",1.21
3471,4794025000,경상북도울릉군울릉읍,"6,278","3,699",1.7,"3,446","2,832",1.22
3472,4794031000,경상북도울릉군서면,881,463,1.9,471,410,1.15
3473,4794031500,경상북도울릉군서면태하출장소,443,278,1.59,242,201,1.2
3474,4794032000,경상북도울릉군북면,"1,265",818,1.55,692,573,1.21
3475,4800000000,경상남도,"3,314,183","1,505,971",2.2,"1,668,338","1,645,845",1.01
3476,4812000000,경상남도창원시,"1,032,741","451,940",2.29,"523,223","509,518",1.03
3477,4812100000,경상남도창원시의창구,"218,027","95,630",2.28,"110,998","107,029",1.04
3478,4812125000,경상남도창원시의창구동읍,"19,769","9,069",2.18,"10,073","9,696",1.04
3479,4812131000,경상남도창원시의창구북면,"43,422","16,676",2.6,"21,851","21,571",1.01
3480,4812132000,경상남도창원시의창구대산면,"7,118","3,673",1.94,"3,600","3,518",1.02
3481,4812151000,경상남도창원시의창구의창동,"50,348","21,116",2.38,"25,495","24,853",1.03
3482,4812152000,경상남도창원시의창구팔룡동,"25,927","11,008",2.36,"13,254","12,673",1.05
3483,4812153000,경상남도창원시의창구명곡동,"41,362","18,171",2.28,"21,036","20,326",1.03
3484,4812154000,경상남도창원시의창구봉림동,"30,081","15,917",1.89,"15,689","14,392",1.09
3485,4812300000,경상남도창원시성산구,"251,562","105,052",2.39,"128,346","123,216",1.04
3486,4812351000,경상남도창원시성산구반송동,"41,027","15,461",2.65,"20,690","20,337",1.02
3487,4812351500,경상남도창원시성산구용지동,"29,453","13,296",2.22,"14,802","14,651",1.01
3488,4812352000,경상남도창원시성산구중앙동,"34,507","17,890",1.93,"18,611","15,896",1.17
3489,4812353000,경상남도창원시성산구상남동,"27,699","10,693",2.59,"13,906","13,793",1.01
3490,4812354000,경상남도창원시성산구사파동,"44,616","18,521",2.41,"22,186","22,430",0.99
3491,4812355000,경상남도창원시성산구가음정동,"40,288","16,000",2.52,"20,428","19,860",1.03
3492,4812356000,경상남도창원시성산구성주동,"26,219","9,719",2.7,"13,659","12,560",1.09
3493,4812357000,경상남도창원시성산구웅남동,"7,753","3,472",2.23,"4,064","3,689",1.1
3494,4812500000,경상남도창원시마산합포구,"181,322","84,087",2.16,"90,141","91,181",0.99
3495,4812531000,경상남도창원시마산합포구구산면,"4,202","2,322",1.81,"2,181","2,021",1.08
3496,4812532000,경상남도창원시마산합포구진동면,"12,129","5,528",2.19,"6,239","5,890",1.06
3497,4812533000,경상남도창원시마산합포구진북면,"3,378","1,757",1.92,"1,808","1,570",1.15
3498,4812534000,경상남도창원시마산합포구진전면,"3,848","2,180",1.77,"1,900","1,948",0.98
3499,4812551000,경상남도창원시마산합포구현동,"14,124","5,681",2.49,"7,007","7,117",0.98
3500,4812552000,경상남도창원시마산합포구가포동,"1,543",942,1.64,793,750,1.06
3501,4812553000,경상남도창원시마산합포구월영동,"42,370","16,851",2.51,"21,034","21,336",0.99
3502,4812554000,경상남도창원시마산합포구문화동,"10,983","5,767",1.9,"5,436","5,547",0.98
3503,4812556500,경상남도창원시마산합포구반월중앙동,"14,460","6,465",2.24,"7,030","7,430",0.95
3504,4812557000,경상남도창원시마산합포구완월동,"9,001","4,065",2.21,"4,350","4,651",0.94
3505,4812558000,경상남도창원시마산합포구자산동,"10,286","4,795",2.15,"5,058","5,228",0.97
3506,4812561000,경상남도창원시마산합포구교방동,"16,106","7,247",2.22,"7,988","8,118",0.98
3507,4812563000,경상남도창원시마산합포구오동동,"19,334","10,552",1.83,"9,550","9,784",0.98
3508,4812564000,경상남도창원시마산합포구합포동,"7,328","3,811",1.92,"3,707","3,621",1.02
3509,4812565000,경상남도창원시마산합포구산호동,"12,230","6,124",2.0,"6,060","6,170",0.98
3510,4812700000,경상남도창원시마산회원구,"186,881","82,405",2.27,"93,661","93,220",1.0
3511,4812725000,경상남도창원시마산회원구내서읍,"63,446","25,042",2.53,"31,908","31,538",1.01
3512,4812751000,경상남도창원시마산회원구회원1동,"10,164","5,170",1.97,"5,028","5,136",0.98
3513,4812752000,경상남도창원시마산회원구회원2동,"10,064","4,598",2.19,"4,975","5,089",0.98
3514,4812754500,경상남도창원시마산회원구석전동,"16,791","7,894",2.13,"8,387","8,404",1.0
3515,4812755000,경상남도창원시마산회원구회성동,"6,037","3,098",1.95,"3,069","2,968",1.03
3516,4812756000,경상남도창원시마산회원구양덕1동,"10,970","5,436",2.02,"5,501","5,469",1.01
3517,4812757000,경상남도창원시마산회원구양덕2동,"31,215","11,884",2.63,"15,398","15,817",0.97
3518,4812758000,경상남도창원시마산회원구합성1동,"9,297","4,553",2.04,"4,725","4,572",1.03
3519,4812759000,경상남도창원시마산회원구합성2동,"7,489","4,193",1.79,"3,755","3,734",1.01
3520,4812760000,경상남도창원시마산회원구구암1동,"8,860","4,315",2.05,"4,447","4,413",1.01
3521,4812761000,경상남도창원시마산회원구구암2동,"9,329","4,374",2.13,"4,664","4,665",1.0
3522,4812762000,경상남도창원시마산회원구봉암동,"3,219","1,848",1.74,"1,804","1,415",1.27
3523,4812900000,경상남도창원시진해구,"194,949","84,766",2.3,"100,077","94,872",1.05
3524,4812953000,경상남도창원시진해구충무동,"16,962","7,793",2.18,"8,811","8,151",1.08
3525,4812954000,경상남도창원시진해구여좌동,"8,469","4,362",1.94,"4,183","4,286",0.98
3526,4812955000,경상남도창원시진해구태백동,"4,130","2,188",1.89,"2,079","2,051",1.01
3527,4812956000,경상남도창원시진해구경화동,"11,097","4,624",2.4,"5,621","5,476",1.03
3528,4812957000,경상남도창원시진해구병암동,"7,431","3,403",2.18,"3,666","3,765",0.97
3529,4812958000,경상남도창원시진해구석동,"17,555","7,136",2.46,"9,013","8,542",1.06
3530,4812959000,경상남도창원시진해구이동,"8,583","4,729",1.81,"4,541","4,042",1.12
3531,4812960000,경상남도창원시진해구자은동,"21,235","8,849",2.4,"10,590","10,645",0.99
3532,4812961000,경상남도창원시진해구덕산동,"10,154","4,204",2.42,"5,004","5,150",0.97
3533,4812962000,경상남도창원시진해구풍호동,"25,699","9,136",2.81,"12,858","12,841",1.0
3534,4812963000,경상남도창원시진해구웅천동,"12,985","5,398",2.41,"6,594","6,391",1.03
3535,4812964000,경상남도창원시진해구웅동1동,"6,975","3,113",2.24,"3,583","3,392",1.06
3536,4812965000,경상남도창원시진해구웅동2동,"43,674","19,831",2.2,"23,534","20,140",1.17
3537,4817000000,경상남도진주시,"347,097","157,292",2.21,"171,601","175,496",0.98
3538,4817025000,경상남도진주시문산읍,"8,059","3,650",2.21,"4,083","3,976",1.03
3539,4817031000,경상남도진주시내동면,"4,020","1,634",2.46,"2,019","2,001",1.01
3540,4817032000,경상남도진주시정촌면,"8,772","4,031",2.18,"4,480","4,292",1.04
3541,4817033000,경상남도진주시금곡면,"2,184","1,235",1.77,"1,039","1,145",0.91
3542,4817035000,경상남도진주시진성면,"1,872","1,078",1.74,924,948,0.97
3543,4817036000,경상남도진주시일반성면,"2,557","1,362",1.88,"1,249","1,308",0.95
3544,4817037000,경상남도진주시이반성면,"1,581","1,013",1.56,795,786,1.01
3545,4817038000,경상남도진주시사봉면,"1,478",888,1.66,725,753,0.96
3546,4817039000,경상남도진주시지수면,"1,430",827,1.73,714,716,1.0
3547,4817040000,경상남도진주시대곡면,"3,188","1,813",1.76,"1,594","1,594",1.0
3548,4817041000,경상남도진주시금산면,"20,903","7,911",2.64,"10,479","10,424",1.01
3549,4817042000,경상남도진주시집현면,"4,638","2,162",2.15,"2,314","2,324",1.0
3550,4817043000,경상남도진주시미천면,"1,579",936,1.69,779,800,0.97
3551,4817044000,경상남도진주시명석면,"3,982","2,149",1.85,"1,958","2,024",0.97
3552,4817045000,경상남도진주시대평면,"1,036",568,1.82,497,539,0.92
3553,4817046000,경상남도진주시수곡면,"2,185","1,236",1.77,"1,066","1,119",0.95
3554,4817051500,경상남도진주시천전동,"27,872","13,374",2.08,"13,690","14,182",0.97
3555,4817055500,경상남도진주시성북동,"10,300","5,956",1.73,"5,087","5,213",0.98
3556,4817056500,경상남도진주시중앙동,"11,014","6,270",1.76,"5,323","5,691",0.94
3557,4817059500,경상남도진주시상봉동,"13,823","7,312",1.89,"6,822","7,001",0.97
3558,4817067300,경상남도진주시상대동,"19,311","9,877",1.96,"9,557","9,754",0.98
3559,4817067800,경상남도진주시하대동,"24,152","11,055",2.18,"12,079","12,073",1.0
3560,4817068000,경상남도진주시상평동,"11,492","5,498",2.09,"5,835","5,657",1.03
3561,4817069500,경상남도진주시초장동,"26,841","9,459",2.84,"13,572","13,269",1.02
3562,4817071000,경상남도진주시평거동,"27,373","11,338",2.41,"13,086","14,287",0.92
3563,4817071500,경상남도진주시신안동,"11,602","5,312",2.18,"5,483","6,119",0.9
3564,4817072000,경상남도진주시이현동,"11,875","5,236",2.27,"5,851","6,024",0.97
3565,4817073000,경상남도진주시판문동,"21,005","7,959",2.64,"9,999","11,006",0.91
3566,4817074000,경상남도진주시가호동,"27,983","13,855",2.02,"14,188","13,795",1.03
3567,4817075000,경상남도진주시충무공동,"32,990","12,298",2.68,"16,314","16,676",0.98
3568,4822000000,경상남도통영시,"125,383","59,738",2.1,"62,928","62,455",1.01
3569,4822025000,경상남도통영시산양읍,"4,558","2,584",1.76,"2,398","2,160",1.11
3570,4822031000,경상남도통영시용남면,"12,382","5,182",2.39,"6,197","6,185",1.0
3571,4822033000,경상남도통영시도산면,"2,839","1,588",1.79,"1,458","1,381",1.06
3572,4822034000,경상남도통영시광도면,"30,965","13,088",2.37,"15,656","15,309",1.02
3573,4822035000,경상남도통영시욕지면,"1,974","1,257",1.57,"1,103",871,1.27
3574,4822036000,경상남도통영시한산면,"1,951","1,269",1.54,"1,008",943,1.07
3575,4822037000,경상남도통영시사량면,"1,443",944,1.53,711,732,0.97
3576,4822051000,경상남도통영시도천동,"8,670","4,394",1.97,"4,308","4,362",0.99
3577,4822053000,경상남도통영시명정동,"2,840","1,595",1.78,"1,392","1,448",0.96
3578,4822055000,경상남도통영시중앙동,"3,854","2,178",1.77,"1,920","1,934",0.99
3579,4822059000,경상남도통영시정량동,"8,743","4,449",1.97,"4,432","4,311",1.03
3580,4822060000,경상남도통영시북신동,"10,364","4,704",2.2,"4,963","5,401",0.92
3581,4822066500,경상남도통영시미수동,"11,048","4,854",2.28,"5,414","5,634",0.96
3582,4822067000,경상남도통영시봉평동,"10,093","5,377",1.88,"5,173","4,920",1.05
3583,4822070000,경상남도통영시무전동,"13,659","6,275",2.18,"6,795","6,864",0.99
3584,4824000000,경상남도사천시,"109,953","53,944",2.04,"55,433","54,520",1.02
3585,4824025000,경상남도사천시사천읍,"17,716","8,700",2.04,"9,259","8,457",1.09
3586,4824031000,경상남도사천시정동면,"13,724","5,960",2.3,"6,889","6,835",1.01
