,,,,매출금액,매출금액,매출금액,매출금액,매출금액,매출금액
연도,,,,2017,2018,2019,2020,2021,2022
행정구역 구분 코드,행정구역 명,생활밀접업종 분류코드,생활밀접업종명,,,,,,
4,화도읍,2,기타 예술학원,135998647.0,119156673.0,141801204.0,231000288.0,230999841.0,89855442.0
4,화도읍,2,노래 연습장 운영업,2980615866.0,2946594308.0,2800743768.0,1332175005.0,1332060631.0,240249126.0
4,화도읍,2,당구장 운영업,840033933.0,904734096.0,958195091.0,457974830.0,457878089.0,96522511.0
4,화도읍,2,두발 미용업,6460326995.0,6854662402.0,7421488471.0,8282518875.0,8282957831.0,2229674089.0
4,화도읍,2,부동산 중개 및 대리업,19639868.0,41787965.0,3782138.0,202129082.0,211984131.0,6302230.0
4,화도읍,2,여관업,3992609065.0,3901923486.0,2677247996.0,2483244603.0,2483130580.0,534903305.0
4,화도읍,2,외국어학원,815087434.0,1042085078.0,1194121182.0,964142792.0,963950805.0,371961060.0
4,화도읍,2,일반 교과학원,6688953417.0,7689901741.0,9784846555.0,9932579764.0,9932959746.0,2882923996.0
4,화도읍,2,일반의원,9667555573.0,11065196724.0,11970680910.0,12494783522.0,12493913060.0,3548680329.0
4,화도읍,2,자동차 세차업,383073970.0,569956261.0,677035011.0,802215418.0,801987774.0,234186145.0
4,화도읍,2,자동차 전문 수리업,7259314532.0,7879453245.0,8147908725.0,7132877702.0,7132529195.0,1638846363.0
4,화도읍,2,체력 단련시설 운영업,881919560.0,1158101757.0,1646132248.0,941921788.0,942059031.0,295579974.0
4,화도읍,2,치과의원,6546088253.0,5341404148.0,4458700958.0,4082741762.0,4082975625.0,1339985304.0
4,화도읍,2,컴퓨터 게임방 운영업,1425954073.0,2254112215.0,2215790993.0,927047512.0,927050037.0,183470171.0
4,화도읍,2,피부 미용업,548932521.0,566986665.0,593046371.0,745195193.0,744886656.0,193892134.0
4,화도읍,2,한의원,4076743675.0,4983132504.0,5525280917.0,3449455978.0,3447826194.0,915667339.0
4,화도읍,3,기타 주점업,7569967687.0,9092652486.0,9187318291.0,6790441560.0,6787004258.0,1110465826.0
4,화도읍,3,김밥 및 기타 간이 음식점업,4636162039.0,6633469131.0,6978230552.0,9430865837.0,9430434332.0,2079494780.0
4,화도읍,3,서양식 음식점업,2016031874.0,2060008470.0,1257992524.0,936991908.0,936998193.0,248204362.0
4,화도읍,3,일식 음식점업,2044026242.0,2592894829.0,2465685676.0,2411555517.0,2412411968.0,849713810.0
4,화도읍,3,제과점업,4712413192.0,5166436922.0,6452193420.0,4461949505.0,4462007165.0,1132900602.0
4,화도읍,3,중식 음식점업,6222027062.0,7909693373.0,7622461154.0,9953050595.0,9954844314.0,2163854282.0
4,화도읍,3,한식 육류 요리 전문점,1413826514.0,1409372262.0,1501004737.0,1285185510.0,1360095312.0,298227869.0
4,화도읍,3,한식 일반 음식점업,46169965827.0,48889488579.0,50056356160.0,49745568086.0,49741004605.0,10479626452.0
4,화산동,1,가구 소매업,140736184.0,36830426.0,156757731.0,288624689.0,1427553345.0,57131606.0
4,화산동,1,가전제품 소매업,1003041077.0,1443028013.0,1711085989.0,1261415452.0,1260692535.0,438201783.0
4,화산동,1,가정용 직물제품 소매업,26771761.0,56000052.0,24290726.0,157009875.0,156983257.0,11645977.0
4,화산동,1,건강 보조식품 소매업,206756184.0,145345575.0,278265032.0,329617410.0,161857803.0,15791409.0
4,화산동,1,"게임용구, 인형 및 장난감 소매업",6000045.0,4999167.0,,,,
4,화산동,1,"곡물, 곡분 및 가축 사료 소매업",27996274.0,3000087.0,12935177.0,3500597.0,,
4,화산동,1,그 외 기타 분류 안된 가정용품 소매업,26543530.0,26927536.0,52551070.0,45200444.0,86278406.0,17238183.0
4,화산동,1,기타 식료품 소매업,101048901.0,162829188.0,152459287.0,481991165.0,482007262.0,177419375.0
4,화산동,1,기타 음ㆍ식료품 위주 종합 소매업,1713709605.0,1973441181.0,1014942895.0,1260561178.0,1182608952.0,120816689.0
4,화산동,1,기타 의복 소매업,612111119.0,329172275.0,258219441.0,224995141.0,225013046.0,22773008.0
4,화산동,1,남자용 겉옷 소매업,61240527.0,28417047.0,20949583.0,18995509.0,25431310.0,8668509.0
4,화산동,1,문구용품 및 회화용품 소매업,36004421.0,38000729.0,38001431.0,99990783.0,99991552.0,22855286.0
4,화산동,1,"서적, 신문 및 잡지류 소매업",316353709.0,287799110.0,98011161.0,386152747.0,385920814.0,65514877.0
4,화산동,1,"섬유 원단, 실 및 기타 섬유제품 소매업",4507833.0,3860324.0,1999959.0,999986.0,1000007.0,54366.0
4,화산동,1,속옷 및 잠옷 소매업,12999850.0,33000777.0,276031464.0,735893756.0,736005800.0,88170461.0
4,화산동,1,슈퍼마켓,5238461100.0,3969934123.0,1766935151.0,1848025293.0,1913920899.0,453975737.0
4,화산동,1,시계 및 귀금속 소매업,97001699.0,97006141.0,91989431.0,139044187.0,138954857.0,12614893.0
4,화산동,1,신발 소매업,8000314.0,6527222.0,9776495.0,27896520.0,34727848.0,11321887.0
4,화산동,1,안경 및 렌즈 소매업,149007495.0,124989320.0,129015029.0,156015749.0,155997491.0,35723838.0
4,화산동,1,애완용 동물 및 관련용품 소매업,393993919.0,558059759.0,521970259.0,437006121.0,437016811.0,152958329.0
4,화산동,1,운동 및 경기용품 소매업,1293196154.0,1291073962.0,1039029693.0,81633877.0,99838331.0,28128608.0
4,화산동,1,육류 소매업,2391681904.0,1705184385.0,644998343.0,1304829781.0,1305243229.0,320122207.0
4,화산동,1,의약품 및 의료용품 소매업,3470936658.0,4258876933.0,5001846829.0,4001352202.0,4001571576.0,686253240.0
4,화산동,1,자전거 및 기타 운송장비 소매업,,,,,130027705.0,
4,화산동,1,전기용품 및 조명장치 소매업,233889150.0,30997500.0,206140490.0,207990324.0,207980649.0,49521021.0
4,화산동,1,"주방용품 및 가정용 유리, 요업제품 소매업",330031255.0,203978244.0,137007811.0,159479962.0,94393512.0,15566744.0
4,화산동,1,철물 및 난방용구 소매업,143011865.0,220037246.0,328095428.0,366112780.0,366056068.0,193814779.0
4,화산동,1,체인화 편의점,7610121342.0,7709367040.0,7801139069.0,6476332746.0,6476781940.0,2027580657.0
4,화산동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",100928940.0,44073404.0,73545474.0,260879487.0,138770140.0,6114397.0
4,화산동,1,통신기기 소매업,4458882.0,135212064.0,199964309.0,173855148.0,1637311.0,197967.0
4,화산동,1,"페인트, 창호 및 기타 건설자재 소매업",425365855.0,324039509.0,358391151.0,377056490.0,576838525.0,69367738.0
4,화산동,1,"화장품, 비누 및 방향제 소매업",276996110.0,292991563.0,398819946.0,191020345.0,190888012.0,42894730.0
4,화산동,1,화초 및 식물 소매업,564936960.0,663019645.0,481101135.0,878439065.0,878830433.0,166493546.0
4,화산동,2,가전제품 수리업,642971217.0,495075938.0,568997691.0,1089934184.0,1089966754.0,200593097.0
4,화산동,2,가정용 세탁업,635345353.0,714280926.0,661040725.0,674800122.0,674881167.0,227378287.0
4,화산동,2,골프 연습장 운영업,1329713756.0,1454942704.0,1201928271.0,788998363.0,788998350.0,412943897.0
4,화산동,2,기타 교습학원,182925.0,1669943.0,4186184.0,4560148.0,9404291.0,1740051.0
4,화산동,2,기타 미용업,7971809.0,19986914.0,12038454.0,11999728.0,11999519.0,1281199.0
4,화산동,2,기타 예술학원,43327073.0,57910787.0,49238911.0,21403705.0,29543166.0,6137033.0
4,화산동,2,노래 연습장 운영업,987049516.0,880855022.0,759926949.0,353979996.0,353900278.0,56680793.0
4,화산동,2,당구장 운영업,55000353.0,80983591.0,74995718.0,16000822.0,15999363.0,2224460.0
4,화산동,2,두발 미용업,620964298.0,752057849.0,924055233.0,851900969.0,851990901.0,269246973.0
4,화산동,2,부동산 중개 및 대리업,,,,20060327.0,44425017.0,
4,화산동,2,여관업,2848376337.0,1970268505.0,2555832136.0,247002263.0,247007163.0,50193975.0
4,화산동,2,외국어학원,44001308.0,65002882.0,67001604.0,38001052.0,38000833.0,6603149.0
4,화산동,2,일반 교과학원,787035921.0,946212501.0,855983498.0,794089620.0,793958120.0,357056589.0
4,화산동,2,일반의원,926113122.0,974902330.0,960999771.0,402028085.0,402059284.0,92311016.0
4,화산동,2,자동차 세차업,141191349.0,67690524.0,198705625.0,212448000.0,671774458.0,195461836.0
4,화산동,2,자동차 전문 수리업,2297773666.0,3079733813.0,2408803350.0,2520054317.0,2520102311.0,674377897.0
4,화산동,2,체력 단련시설 운영업,,131006577.0,115021556.0,,391807351.0,
4,화산동,2,치과의원,536053273.0,514938324.0,632023274.0,1896988111.0,1896591957.0,429590403.0
4,화산동,2,컴퓨터 게임방 운영업,117993566.0,152983673.0,314964462.0,178024267.0,177972059.0,39907042.0
4,화산동,2,피부 미용업,7518421.0,9314164.0,22993208.0,49988994.0,49999008.0,34430681.0
4,화산동,2,한의원,868806612.0,974499086.0,1162445878.0,637902018.0,638097032.0,241130886.0
4,화산동,3,기타 주점업,1218604898.0,1042903290.0,957082767.0,896958499.0,896679794.0,173754348.0
4,화산동,3,김밥 및 기타 간이 음식점업,590964976.0,990174585.0,764928942.0,1441338826.0,1441504083.0,288637405.0
4,화산동,3,서양식 음식점업,272992530.0,295999432.0,257999211.0,113698750.0,170056037.0,46432332.0
4,화산동,3,일식 음식점업,106315186.0,72911535.0,72028403.0,80995985.0,81012881.0,35704663.0
4,화산동,3,제과점업,761129399.0,805918897.0,803009306.0,130000493.0,129997873.0,31824987.0
4,화산동,3,중식 음식점업,841044889.0,2104867345.0,2108757036.0,1174124821.0,1173979809.0,385274582.0
4,화산동,3,한식 일반 음식점업,15444058297.0,16800521036.0,15802443390.0,11567500545.0,11567853362.0,3074845552.0
4,화서1동,1,가구 소매업,613355191.0,595863476.0,530998266.0,1097689801.0,1097754386.0,364390693.0
4,화서1동,1,가방 및 기타 가죽제품 소매업,43996496.0,43987490.0,39014616.0,35996604.0,36009208.0,7684707.0
4,화서1동,1,가전제품 소매업,422016925.0,792012345.0,1741295500.0,159000686.0,159001027.0,18502626.0
4,화서1동,1,가정용 직물제품 소매업,470047276.0,553063686.0,449983472.0,325967499.0,325986716.0,51497611.0
4,화서1동,1,건강 보조식품 소매업,764853857.0,910121825.0,984152008.0,819033069.0,818770531.0,223029766.0
4,화서1동,1,"게임용구, 인형 및 장난감 소매업",,50513508.0,11996809.0,,,
4,화서1동,1,"곡물, 곡분 및 가축 사료 소매업",1311690901.0,1372242154.0,1286499481.0,423944045.0,424074846.0,81102558.0
4,화서1동,1,그 외 기타 분류 안된 가정용품 소매업,63000510.0,12999870.0,88477424.0,113989293.0,113997783.0,31610968.0
4,화서1동,1,기타 식료품 소매업,769026376.0,802958754.0,909939194.0,630005031.0,629987951.0,286485289.0
4,화서1동,1,기타 음ㆍ식료품 위주 종합 소매업,3804241284.0,3868862313.0,3910288757.0,4373483440.0,4378197338.0,1277320371.0
4,화서1동,1,기타 의복 소매업,550962253.0,470021180.0,474080911.0,307024888.0,306965683.0,46688749.0
4,화서1동,1,남자용 겉옷 소매업,106998624.0,124001155.0,105000674.0,59000597.0,58999374.0,8727941.0
4,화서1동,1,문구용품 및 회화용품 소매업,132002579.0,105001656.0,99999862.0,65000394.0,65000059.0,13251505.0
4,화서1동,1,"서적, 신문 및 잡지류 소매업",44998212.0,54162330.0,637525817.0,184998639.0,185056974.0,36617422.0
4,화서1동,1,"섬유 원단, 실 및 기타 섬유제품 소매업",2999469.0,,,,,
4,화서1동,1,속옷 및 잠옷 소매업,633840352.0,546030621.0,532101534.0,236969787.0,237012967.0,50019318.0
4,화서1동,1,슈퍼마켓,504869424.0,1854006067.0,3886828408.0,954993698.0,954996791.0,272262958.0
4,화서1동,1,시계 및 귀금속 소매업,932103577.0,890988406.0,1057943282.0,1101781117.0,1102217605.0,351823163.0
4,화서1동,1,신발 소매업,132987357.0,287082493.0,112002092.0,157030566.0,156999609.0,26232134.0
4,화서1동,1,안경 및 렌즈 소매업,855996271.0,780033498.0,707022358.0,1322167213.0,1344755982.0,340111639.0
4,화서1동,1,애완용 동물 및 관련용품 소매업,338976662.0,349932225.0,436959407.0,259954070.0,259994586.0,81883654.0
4,화서1동,1,운동 및 경기용품 소매업,85880937.0,87758400.0,765995413.0,369002607.0,368991742.0,85175559.0
4,화서1동,1,육류 소매업,6278765100.0,6298476589.0,6433165814.0,6639843486.0,6637978689.0,2038140714.0
4,화서1동,1,의약품 및 의료용품 소매업,7399304591.0,11495582001.0,8532715591.0,6689607301.0,6690251504.0,1934185417.0
4,화서1동,1,전기용품 및 조명장치 소매업,225043208.0,186832163.0,239964868.0,160514589.0,222780066.0,53260492.0
4,화서1동,1,"주방용품 및 가정용 유리, 요업제품 소매업",88981455.0,78006366.0,205931037.0,208960506.0,209051332.0,105346905.0
4,화서1동,1,철물 및 난방용구 소매업,633075278.0,666226183.0,493884131.0,639948395.0,640017537.0,110817232.0
4,화서1동,1,체인화 편의점,5230955026.0,6544556453.0,6127133061.0,6141088332.0,6140307427.0,1864710591.0
4,화서1동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",81997063.0,84004208.0,72985898.0,214063523.0,214133220.0,22319488.0
4,화서1동,1,통신기기 소매업,368817598.0,488962820.0,244083158.0,579422658.0,815988886.0,71090984.0
4,화서1동,1,"페인트, 창호 및 기타 건설자재 소매업",346116151.0,218313672.0,207928325.0,270320884.0,342893901.0,70512065.0
4,화서1동,1,"화장품, 비누 및 방향제 소매업",1590083153.0,1480938763.0,1112085916.0,620976804.0,620922485.0,88191845.0
4,화서1동,1,화초 및 식물 소매업,201939358.0,163047444.0,196002461.0,221051872.0,221062223.0,51636818.0
4,화서1동,2,가전제품 수리업,166918888.0,188047252.0,254685449.0,294988098.0,388958524.0,116647737.0
4,화서1동,2,가정용 세탁업,366973922.0,416832596.0,428887298.0,251010077.0,250912736.0,48792133.0
4,화서1동,2,골프 연습장 운영업,,,68021934.0,115224820.0,150965649.0,39516617.0
4,화서1동,2,기숙사 및 고시원 운영업,988106.0,1789884.0,641692.0,27001263.0,,
4,화서1동,2,기타 교습학원,2770680.0,4121368.0,8887234.0,3469530.0,5373062.0,995076.0
4,화서1동,2,기타 미용업,401828200.0,387537508.0,444523586.0,79988267.0,80001734.0,42848537.0
4,화서1동,2,기타 예술학원,71796354.0,78976636.0,25595790.0,24618341.0,29940585.0,11006617.0
4,화서1동,2,노래 연습장 운영업,1352056405.0,1265910747.0,1363873018.0,630967058.0,631046579.0,107689855.0
4,화서1동,2,당구장 운영업,217961901.0,260976315.0,242062769.0,197952920.0,197972141.0,53659653.0
4,화서1동,2,두발 미용업,2121298351.0,2201619868.0,1976926624.0,1719617601.0,1720070654.0,519189825.0
4,화서1동,2,여관업,153992789.0,149979793.0,180969668.0,132976561.0,132978112.0,19883747.0
4,화서1동,2,외국어학원,302016778.0,288914010.0,238009353.0,84733212.0,142952397.0,170294623.0
4,화서1동,2,일반 교과학원,1889878410.0,1640224393.0,1620653880.0,1893782792.0,1894596670.0,399696491.0
4,화서1동,2,일반의원,4294188407.0,4927637600.0,3028148540.0,3888921328.0,3888908434.0,1050507280.0
4,화서1동,2,자동차 세차업,4999875.0,16998583.0,19003253.0,63495114.0,62953048.0,
4,화서1동,2,자동차 전문 수리업,890984411.0,1121106539.0,1203964412.0,1091860817.0,1091854623.0,283433826.0
4,화서1동,2,체력 단련시설 운영업,375969074.0,306989838.0,379866623.0,240054803.0,240002942.0,304855340.0
4,화서1동,2,치과의원,3228655110.0,3655225643.0,1970003594.0,4043856066.0,4043092390.0,1163975829.0
4,화서1동,2,컴퓨터 게임방 운영업,391017581.0,476020760.0,526031489.0,373027881.0,372970160.0,41605135.0
4,화서1동,2,피부 미용업,162010155.0,175000439.0,147992219.0,99001088.0,98996112.0,27849022.0
4,화서1동,2,한의원,1868713097.0,1483054490.0,2384848225.0,1678728392.0,1678562360.0,367323756.0
4,화서1동,3,기타 주점업,2524048466.0,2596553615.0,2174970672.0,1674258846.0,1674167516.0,305418363.0
4,화서1동,3,김밥 및 기타 간이 음식점업,1239012147.0,1497970341.0,1099026062.0,1235218718.0,1234817088.0,233880557.0
4,화서1동,3,서양식 음식점업,102875885.0,141889436.0,174324548.0,66000444.0,88764274.0,23580597.0
4,화서1동,3,일식 음식점업,240021878.0,232985534.0,192014228.0,23000233.0,24126586.0,10318856.0
4,화서1동,3,제과점업,1618779171.0,1745174065.0,1737102626.0,1092880340.0,1093124310.0,323424203.0
4,화서1동,3,중식 음식점업,1572086109.0,1681638588.0,2351073886.0,1255032608.0,1254865910.0,288134741.0
4,화서1동,3,한식 일반 음식점업,7193843753.0,7003518378.0,6876642446.0,7872891606.0,7871641182.0,1689371549.0
4,화서2동,1,가구 소매업,11383036.0,973744.0,,13610981.0,,1817572.0
4,화서2동,1,가전제품 소매업,4677622.0,15893573.0,204045330.0,1531167.0,1000025.0,31954.0
4,화서2동,1,가정용 직물제품 소매업,6360691.0,3070078.0,29000425.0,71975654.0,72005887.0,15085041.0
4,화서2동,1,건강 보조식품 소매업,10000131.0,13999981.0,215132274.0,95999832.0,96003186.0,22728730.0
4,화서2동,1,"게임용구, 인형 및 장난감 소매업",140284280.0,154972996.0,196385840.0,183516405.0,347569228.0,49519607.0
4,화서2동,1,기타 식료품 소매업,72996361.0,37586079.0,41994859.0,67954902.0,64986643.0,24174106.0
4,화서2동,1,기타 음ㆍ식료품 위주 종합 소매업,3058362278.0,2213780611.0,2067718818.0,237001377.0,236998859.0,57235839.0
4,화서2동,1,기타 의복 소매업,1000006.0,111179356.0,158590460.0,130114441.0,129987084.0,3745428.0
4,화서2동,1,남자용 겉옷 소매업,30532877.0,6049632.0,16399670.0,63002296.0,63008864.0,9667689.0
4,화서2동,1,문구용품 및 회화용품 소매업,151987360.0,125008170.0,92987627.0,68012390.0,68005005.0,12979377.0
4,화서2동,1,"서적, 신문 및 잡지류 소매업",1067620423.0,1193880681.0,1084676497.0,345027531.0,344980459.0,73205234.0
4,화서2동,1,속옷 및 잠옷 소매업,54997546.0,47997242.0,41000685.0,32781354.0,32008255.0,9028262.0
4,화서2동,1,슈퍼마켓,5104140450.0,2798968990.0,2186412106.0,2057966253.0,2057949979.0,460719920.0
4,화서2동,1,시계 및 귀금속 소매업,74012504.0,97984408.0,80016934.0,554562704.0,289994394.0,18655543.0
4,화서2동,1,안경 및 렌즈 소매업,766099077.0,676923915.0,648109885.0,390986037.0,391058304.0,76241583.0
4,화서2동,1,애완용 동물 및 관련용품 소매업,152993581.0,159457553.0,133450019.0,313026807.0,313005505.0,140577453.0
4,화서2동,1,운동 및 경기용품 소매업,104003042.0,86998432.0,45999513.0,54911509.0,52046209.0,9110483.0
4,화서2동,1,육류 소매업,2031371189.0,1746097346.0,1696614006.0,1733671635.0,1733749114.0,534255141.0
4,화서2동,1,의약품 및 의료용품 소매업,4825433799.0,5801609034.0,5326769802.0,5925220780.0,5926445747.0,1850516515.0
4,화서2동,1,"주방용품 및 가정용 유리, 요업제품 소매업",12897862.0,1130951.0,188323619.0,74534001.0,1830820.0,12570656.0
4,화서2동,1,철물 및 난방용구 소매업,1651283.0,83904328.0,,,,
4,화서2동,1,체인화 편의점,4722473879.0,5033011883.0,4783096872.0,6330045118.0,6332595980.0,1418861781.0
4,화서2동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",125011951.0,184978027.0,257002510.0,166023214.0,165956468.0,67442064.0
4,화서2동,1,통신기기 소매업,221177805.0,249894590.0,14096645.0,203667934.0,162800230.0,67838164.0
4,화서2동,1,"페인트, 창호 및 기타 건설자재 소매업",,,,,380285794.0,
4,화서2동,1,"화장품, 비누 및 방향제 소매업",539923720.0,398989648.0,482024521.0,77000002.0,77000495.0,16314623.0
4,화서2동,1,화초 및 식물 소매업,456970037.0,602060943.0,591944509.0,353042014.0,352973319.0,72038985.0
4,화서2동,2,가전제품 수리업,166829644.0,225788457.0,115840000.0,13240852.0,32188755.0,19129246.0
4,화서2동,2,가정용 세탁업,436011355.0,484061731.0,391945413.0,209988892.0,210000539.0,49187791.0
4,화서2동,2,골프 연습장 운영업,84023253.0,87003072.0,78975296.0,63995218.0,64002237.0,15377226.0
4,화서2동,2,기숙사 및 고시원 운영업,8403966.0,16077220.0,5876098.0,178974513.0,179040197.0,19975754.0
4,화서2동,2,기타 교습학원,314013388.0,400989335.0,376991386.0,256018231.0,256013206.0,89257220.0
4,화서2동,2,기타 미용업,87995533.0,113991780.0,122006742.0,149017974.0,149018537.0,40312552.0
4,화서2동,2,기타 예술학원,93999231.0,144001380.0,89999393.0,55999900.0,68830485.0,16081505.0
4,화서2동,2,노래 연습장 운영업,534898357.0,499960844.0,550995254.0,188003148.0,188018783.0,33861362.0
4,화서2동,2,당구장 운영업,123985296.0,89989307.0,102009727.0,104983090.0,105027512.0,19461579.0
4,화서2동,2,두발 미용업,1932793977.0,2052800493.0,2199125107.0,1683851147.0,1684188223.0,438781774.0
4,화서2동,2,방문 교육학원,34997517.0,12998908.0,30861645.0,36319696.0,102136522.0,
4,화서2동,2,외국어학원,574028142.0,377997167.0,353023860.0,128002660.0,127999985.0,41168754.0
4,화서2동,2,일반 교과학원,5172569840.0,5112380483.0,5062717594.0,3078587025.0,3078781341.0,679154345.0
4,화서2동,2,일반의원,3213834219.0,3498663368.0,3647590398.0,3411165317.0,3411191501.0,891554525.0
4,화서2동,2,자동차 세차업,,30001291.0,28997669.0,,100368229.0,
4,화서2동,2,자동차 전문 수리업,861140295.0,931008316.0,949922665.0,1956539865.0,1956305439.0,479563581.0
4,화서2동,2,체력 단련시설 운영업,431919838.0,478006628.0,656113988.0,355047826.0,354963977.0,171003340.0
4,화서2동,2,치과의원,3952026243.0,4311688760.0,2582640745.0,2412188366.0,2411625730.0,586045022.0
4,화서2동,2,컴퓨터 게임방 운영업,102003942.0,135992778.0,260979155.0,190999083.0,190994746.0,79748620.0
4,화서2동,2,피부 미용업,160006837.0,159047354.0,219052669.0,218948619.0,218962122.0,131922247.0
4,화서2동,2,한의원,1470848678.0,1505821226.0,1747222085.0,756839677.0,757097319.0,223721904.0
4,화서2동,3,기타 주점업,415006975.0,592969984.0,434965125.0,720066323.0,720204366.0,102681027.0
4,화서2동,3,김밥 및 기타 간이 음식점업,2395426452.0,2281534272.0,2449549728.0,3081075768.0,3081764452.0,582011929.0
4,화서2동,3,서양식 음식점업,389002529.0,315997135.0,350004807.0,405993116.0,405990378.0,116986783.0
4,화서2동,3,일식 음식점업,539036580.0,792982893.0,1045893780.0,598041186.0,597983071.0,114458489.0
4,화서2동,3,제과점업,1555814618.0,2157235440.0,1992761164.0,2428171543.0,2427291014.0,500420360.0
4,화서2동,3,중식 음식점업,434025400.0,282016825.0,295994194.0,1144245920.0,1144210188.0,279732207.0
4,화서2동,3,한식 일반 음식점업,6308021889.0,7682403685.0,7609822138.0,7520780682.0,7521468873.0,1533771584.0
4,화전동,1,가구 소매업,1823103481.0,1242020724.0,1388074082.0,1403032756.0,1403166059.0,182268585.0
4,화전동,1,가방 및 기타 가죽제품 소매업,,9816360.0,,,2831672.0,
4,화전동,1,가전제품 소매업,272008267.0,400018423.0,426003115.0,356992898.0,357012493.0,120345617.0
4,화전동,1,가정용 직물제품 소매업,410069338.0,341944072.0,246995198.0,13122901.0,8354241.0,1794895.0
4,화전동,1,건강 보조식품 소매업,529190.0,,,,117547770.0,
4,화전동,1,"곡물, 곡분 및 가축 사료 소매업",5965000.0,2744787.0,6705033.0,597641.0,1209123.0,2984170.0
4,화전동,1,그 외 기타 분류 안된 가정용품 소매업,410002851.0,697004028.0,329995533.0,160379721.0,204545436.0,38476658.0
4,화전동,1,기타 식료품 소매업,86598597.0,268141966.0,388237395.0,162486235.0,277019534.0,91870489.0
4,화전동,1,기타 음ㆍ식료품 위주 종합 소매업,949243612.0,1080493896.0,1057964872.0,1794698655.0,1795550429.0,633249453.0
4,화전동,1,기타 의복 소매업,3314647660.0,2529554061.0,1786016602.0,1423485548.0,1423560993.0,292264797.0
4,화전동,1,남자용 겉옷 소매업,379024579.0,558889029.0,505089644.0,116512563.0,103525620.0,19155448.0
4,화전동,1,문구용품 및 회화용품 소매업,535853760.0,533936254.0,760187438.0,1117755574.0,1118041867.0,240603284.0
4,화전동,1,"서적, 신문 및 잡지류 소매업",19677684.0,31965437.0,47001388.0,11138120.0,14017226.0,10078421.0
4,화전동,1,슈퍼마켓,514968522.0,137003668.0,56999238.0,1235025896.0,1235009115.0,534088127.0
4,화전동,1,시계 및 귀금속 소매업,,,5591763.0,2409862.0,2153456.0,
4,화전동,1,안경 및 렌즈 소매업,,,,67480110.0,476261598.0,110053921.0
4,화전동,1,애완용 동물 및 관련용품 소매업,182023696.0,226981081.0,749587584.0,23429386.0,27590867.0,6977365.0
4,화전동,1,운동 및 경기용품 소매업,836993324.0,915022184.0,413008222.0,2309306999.0,2309163429.0,425136111.0
4,화전동,1,육류 소매업,417079762.0,327063923.0,270939976.0,3310719816.0,3310192163.0,2440829528.0
4,화전동,1,의약품 및 의료용품 소매업,338155296.0,342050572.0,1111359208.0,4601295670.0,4602857258.0,3548091505.0
4,화전동,1,전기용품 및 조명장치 소매업,31999784.0,84000423.0,1648215977.0,2203297839.0,2411189017.0,399890968.0
4,화전동,1,"주방용품 및 가정용 유리, 요업제품 소매업",114982393.0,351174036.0,256272715.0,286091003.0,286036492.0,88742393.0
4,화전동,1,철물 및 난방용구 소매업,62997741.0,56001936.0,80018405.0,18996827.0,18999713.0,38191725.0
4,화전동,1,체인화 편의점,3131106731.0,3522171387.0,4595397162.0,6617834485.0,6619570279.0,1949577274.0
4,화전동,1,"컴퓨터 및 주변장치, 소프트웨어 소매업",306303487.0,319201094.0,35050808.0,43881231.0,39000336.0,4594877.0
4,화전동,1,통신기기 소매업,1209375.0,862164.0,483717.0,96054230.0,191815541.0,2804099.0
4,화전동,1,"페인트, 창호 및 기타 건설자재 소매업",13690428.0,,,,,
4,화전동,1,"화장품, 비누 및 방향제 소매업",125001953.0,60000246.0,89341664.0,69527279.0,100146059.0,24574532.0
4,화전동,1,화초 및 식물 소매업,1527093707.0,1039208825.0,1243128764.0,1059835900.0,1059751320.0,217880916.0
4,화전동,2,가전제품 수리업,30871938.0,365597268.0,14000232.0,205069811.0,204856552.0,39082347.0
4,화전동,2,가정용 세탁업,170184965.0,208631344.0,325169522.0,345987948.0,346055362.0,112119506.0
4,화전동,2,골프 연습장 운영업,97395690.0,165809717.0,249025874.0,246034655.0,246001147.0,713239879.0
4,화전동,2,기타 교습학원,,,1517766.0,9379832.0,14325297.0,4045018.0
4,화전동,2,기타 예술학원,10575087.0,13005272.0,10661701.0,43567815.0,85825492.0,42878798.0
4,화전동,2,노래 연습장 운영업,64015922.0,100026750.0,7999826.0,157066153.0,156947854.0,86362057.0
4,화전동,2,당구장 운영업,34004264.0,69967410.0,69035408.0,55007571.0,54997281.0,13048261.0
4,화전동,2,두발 미용업,118994722.0,130997789.0,143007706.0,334994636.0,334994406.0,192530315.0
4,화전동,2,부동산 중개 및 대리업,,,,99241082.0,34018164.0,55649475.0
4,화전동,2,여관업,5998677.0,11997921.0,1000087.0,,,
4,화전동,2,외국어학원,,,,13000667.0,18217472.0,49280831.0
4,화전동,2,일반 교과학원,33008347.0,19994436.0,179983382.0,923137515.0,923017981.0,770545854.0
4,화전동,2,일반의원,200970576.0,199934468.0,264116014.0,1021695967.0,1022065206.0,1425189663.0
4,화전동,2,자동차 세차업,4999835.0,1000109.0,,54075641.0,113002647.0,213337016.0
4,화전동,2,자동차 전문 수리업,2212491432.0,2589979640.0,2506388823.0,1430795262.0,1431122784.0,453452738.0
4,화전동,2,체력 단련시설 운영업,48165649.0,38909135.0,82914309.0,226770846.0,512534611.0,243047030.0
